Pommora/src/renderer/Actions/RenamableTitle.tsx	Core/Interface/RenamableTitle.tsx
Pommora/src/renderer/Actions/commands.ts	UIX/Interactions/commands.ts
Pommora/src/renderer/Actions/connectionMenu.ts	Core/Interface/Menus/connectionMenu.ts
Pommora/src/renderer/Actions/destinationTree.ts	Core/Session/destinationTree.ts
Pommora/src/renderer/Actions/linkResolve.ts	Core/Properties/Cells/linkResolve.ts
Pommora/src/renderer/Actions/nativeMenus.ts	Core/Platform/nativeMenus.ts
Pommora/src/renderer/Actions/openWebLink.ts	Core/Platform/openWebLink.ts
Pommora/src/renderer/Actions/pageMenuActions.ts	Core/Interface/Menus/pageMenuActions.ts
Pommora/src/renderer/Actions/selection.ts	Core/Session/selection.ts
Pommora/src/renderer/Animation/Reveal.tsx	UIX/Animations/Reveal.tsx
Pommora/src/renderer/Animation/animations.css.ts	UIX/Animations/animations.css.ts
Pommora/src/renderer/Animation/feel.tsx	UIX/Animations/feel.tsx
Pommora/src/renderer/Animation/index.ts	UIX/Animations/index.ts
Pommora/src/renderer/Animation/motion.ts	UIX/Animations/motion.ts
Pommora/src/renderer/Animation/pane-slide.css.ts	Core/Interface/pane-slide.css.ts
Pommora/src/renderer/Animation/paneSlide.ts	Core/Interface/paneSlide.ts
Pommora/src/renderer/Animation/toolbar-slide.css	Core/Interface/toolbar-slide.css
Pommora/src/renderer/Animation/useEntrance.ts	UIX/Animations/useEntrance.ts
Pommora/src/renderer/Animation/useExitPresence.ts	UIX/Animations/useExitPresence.ts
Pommora/src/renderer/App.tsx	Core/Interface/App.tsx	:83-173 → Platform/useBridgeSubscriptions.ts
Pommora/src/renderer/Assets/AssetImage.tsx	Core/Assets/AssetImage.tsx
Pommora/src/renderer/Assets/asset-image.css.ts	Core/Assets/asset-image.css.ts
Pommora/src/renderer/Assets/assetUrl.ts	Core/Assets/assetUrl.ts	scheme line → Platform/assetUrl.ts
Pommora/src/renderer/Assets/imageAspect.ts	Core/Assets/imageAspect.ts
Pommora/src/renderer/Cards/Card.tsx	UIX/Cards/Card.tsx
Pommora/src/renderer/Cards/cards.css	UIX/Cards/cards.css
Pommora/src/renderer/Carets.css	UIX/Caret/Carets.css
Pommora/src/renderer/DesignSystem/Buttons/Button.tsx	UIX/Buttons/Button.tsx
Pommora/src/renderer/DesignSystem/Buttons/button-base.css.ts	UIX/Buttons/button-base.css.ts
Pommora/src/renderer/DesignSystem/Buttons/index.ts	UIX/Buttons/index.ts
Pommora/src/renderer/DesignSystem/Controls/Checkbox.tsx	UIX/Controls/Checkbox.tsx
Pommora/src/renderer/DesignSystem/Controls/Slider/Slider.tsx	UIX/Controls/Slider/Slider.tsx
Pommora/src/renderer/DesignSystem/Controls/Slider/slider.css.ts	UIX/Controls/Slider/slider.css.ts
Pommora/src/renderer/DesignSystem/Controls/Switches/ColorSwatch.tsx	UIX/Controls/Switches/ColorSwatch.tsx
Pommora/src/renderer/DesignSystem/Controls/Switches/DualSwitch.tsx	UIX/Controls/Switches/DualSwitch.tsx
Pommora/src/renderer/DesignSystem/Controls/Switches/color-swatch.css.ts	UIX/Controls/Switches/color-swatch.css.ts
Pommora/src/renderer/DesignSystem/Controls/Switches/dual-switch.css.ts	UIX/Controls/Switches/dual-switch.css.ts
Pommora/src/renderer/DesignSystem/Controls/checkbox.css	UIX/Controls/checkbox.css
Pommora/src/renderer/DesignSystem/Elements/EmptyValue/EmptyValue.tsx	UIX/Elements/EmptyValue/EmptyValue.tsx
Pommora/src/renderer/DesignSystem/Elements/EmptyValue/empty-value.css.ts	UIX/Elements/EmptyValue/empty-value.css.ts
Pommora/src/renderer/DesignSystem/Elements/EyeToggle/EyeToggle.tsx	UIX/Elements/EyeToggle/EyeToggle.tsx
Pommora/src/renderer/DesignSystem/Elements/EyeToggle/eye-toggle.css.ts	UIX/Elements/EyeToggle/eye-toggle.css.ts
Pommora/src/renderer/DesignSystem/Elements/EyeToggle/index.ts	UIX/Elements/EyeToggle/index.ts
Pommora/src/renderer/DesignSystem/Elements/NavTrail/NavTrail.tsx	UIX/Elements/NavTrail/NavTrail.tsx
Pommora/src/renderer/DesignSystem/Elements/NavTrail/index.ts	UIX/Elements/NavTrail/index.ts
Pommora/src/renderer/DesignSystem/Elements/NavTrail/nav-trail.css.ts	UIX/Elements/NavTrail/nav-trail.css.ts
Pommora/src/renderer/DesignSystem/Elements/PickerControl/PickerControl.tsx	UIX/Pickers/PickerControl/PickerControl.tsx
Pommora/src/renderer/DesignSystem/Elements/PickerControl/index.ts	UIX/Pickers/PickerControl/index.ts
Pommora/src/renderer/DesignSystem/Elements/PickerControl/picker-control.css.ts	UIX/Pickers/PickerControl/picker-control.css.ts
Pommora/src/renderer/DesignSystem/Elements/ProgressBar/ProgressBar.tsx	UIX/Elements/ProgressBar/ProgressBar.tsx
Pommora/src/renderer/DesignSystem/Elements/ProgressBar/progress-bar.css.ts	UIX/Elements/ProgressBar/progress-bar.css.ts
Pommora/src/renderer/DesignSystem/Elements/Segment/segment.css.ts	UIX/Elements/Segment/segment.css.ts
Pommora/src/renderer/DesignSystem/Fields/EditableInput.tsx	UIX/Fields/EditableInput.tsx
Pommora/src/renderer/DesignSystem/Fields/InputField.tsx	UIX/Fields/InputField.tsx
Pommora/src/renderer/DesignSystem/Fields/PathField.tsx	UIX/Fields/PathField.tsx
Pommora/src/renderer/DesignSystem/Fields/RenamableLabel.tsx	UIX/Fields/RenamableLabel.tsx
Pommora/src/renderer/DesignSystem/Fields/SearchField.tsx	UIX/Fields/SearchField.tsx
Pommora/src/renderer/DesignSystem/Fields/SegmentRun.tsx	UIX/Fields/SegmentRun.tsx
Pommora/src/renderer/DesignSystem/Fields/fieldRing.ts	UIX/Fields/fieldRing.ts
Pommora/src/renderer/DesignSystem/Fields/fields.css.ts	UIX/Fields/fields.css.ts
Pommora/src/renderer/DesignSystem/Fields/index.ts	UIX/Fields/index.ts
Pommora/src/renderer/DesignSystem/Fields/segment-run.css.ts	UIX/Fields/segment-run.css.ts
Pommora/src/renderer/DesignSystem/Glass/glass-base.tsx	UIX/Glass/glass-base.tsx
Pommora/src/renderer/DesignSystem/Glass/glass-control.tsx	UIX/Glass/glass-control.tsx
Pommora/src/renderer/DesignSystem/Glass/glass-pane.tsx	UIX/Glass/glass-pane.tsx	Surface → Interface/InterfaceScaffold
Pommora/src/renderer/DesignSystem/Glass/glass-surface.tsx	UIX/Glass/glass-surface.tsx
Pommora/src/renderer/DesignSystem/Glass/glass-window.tsx	UIX/Glass/glass-window.tsx
Pommora/src/renderer/DesignSystem/Glass/index.ts	UIX/Glass/index.ts
Pommora/src/renderer/DesignSystem/Labels/Label.tsx	UIX/Labels/Label.tsx
Pommora/src/renderer/DesignSystem/Labels/index.ts	UIX/Labels/index.ts
Pommora/src/renderer/DesignSystem/Labels/label-base.css.ts	UIX/Labels/label-base.css.ts
